OBJECTID,Shape,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
78,"(40.83794940800004, -73.92355943399991)",NYPL47,NYPL,Other,212-340-0903, , ,718-293-7800, ,High Bridge Branch,78,West 168th Street,Bronx,10452,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, High Bridge Branch",78 West 168th Street,"Bronx, NY 10452"
79,"(40.818687770000054, -73.89412498899992)",NYPL48,NYPL,Other,212-340-0903, , ,718-617-0338, ,Hunt's Point Regional Branch,877,Southern Blvd.,Bronx,10459,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Hunt's Point Regional Branch",877 Southern Blvd.,"Bronx, NY 10459"
80,"(40.86901610600006, -73.9011944959999)",NYPL49,NYPL,Other,212-340-0903, , ,718-549-5200, ,Jerome Park Branch,118,Eames Place,Bronx,10468,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Jerome Park Branch",118 Eames Place,"Bronx, NY 10468"
81,"(40.88033270800008, -73.90799705299992)",NYPL50,NYPL,Other,212-340-0903, , ,718-548-5656, ,Kingsbridge Regional Branch,280,West 231st Street,Bronx,10463,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Kingsbridge Regional Branch",280 West 231st Street,"Bronx, NY 10463"
82,"(40.826587681000035, -73.91760328899994)",NYPL51,NYPL,Other,212-340-0903, , ,718-588-0110, ,Melrose Branch,910,Morris Avenue,Bronx,10451,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Melrose Branch",910 Morris Avenue,"Bronx, NY 10451"
83,"(40.83124681800007, -73.90180622299994)",NYPL52,NYPL,Other,212-340-0903, , ,718-589-9268, ,Morrisania Branch,610,East 169th Street,Bronx,10456,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Morrisania Branch",610 East 169th Street,"Bronx, NY 10456"
84,"(40.87436852600007, -73.87838012799995)",NYPL53,NYPL,Other,212-340-0903, , ,718-882-8239, ,Mosholu Branch,285,East 205th Street,Bronx,10467,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Mosholu Branch",285 East 205th Street,"Bronx, NY 10467"
85,"(40.811611552000045, -73.92440008099993)",NYPL54,NYPL,Other,212-340-0903, , ,718-665-4878, ,Mott Haven Branch,321,East 140th Street,Bronx,10454,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Mott Haven Branch",321 East 140th Street,"Bronx, NY 10454"
86,"(40.83376656900003, -73.85836963499992)",NYPL55,NYPL,Other,212-340-0903, , ,718-829-7830, ,Parkchester Regional Branch,1985,Westchester Avenue,Bronx,10462,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Parkchester Regional Branch",1985 Westchester Avenue,"Bronx, NY 10462"
87,"(40.760807250000084, -73.97739707699992)",NYPL11,NYPL,Other,212-340-0903, , ,212-621-0618, ,Donnell Library Ctr.,20,West 53rd Street,Manhattan,10019,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Donnell Library Center",20 West 53rd Street,"Manhattan, NY 10019"
88,"(40.67101973800004, -73.91999805699993)",NYCHA40,NYCHA,NYCHA (HUD),718-453-1296,NYCHA, ,(718) 493-3759, ,Park Rock Comm. Ctr.,1767B,Sterling Pl,Brooklyn,11233,NYCHA Community Center,40,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,40,Yes,Yes,Yes,Park Rock Comm. Ctr.,1767B Sterling Pl,"Brooklyn, NY 11233"
89,"(40.63635552100004, -73.92043759099994)",NYCHA78,NYCHA,NYCHA (HUD),718-453-1296,NYCHA, ,(718) 451-2389, ,Glenwood Comm. Ctr.,5816,Farragut Rd,Brooklyn,11236,NYCHA Community Center,78,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,78,Yes,Yes,Yes,Glenwood Comm. Ctr.,5816 Farragut Rd,"Brooklyn, NY 11234"
90,"(40.648881558000085, -73.89544520599992)",NYCHA75,NYCHA,NYCHA (HUD),718-453-1296,NYCHA, ,(718) 649-0448, ,Breukelen Comm. Ctr.,715,East 105th St,Brooklyn,11236,NYCHA Community Center,75,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,75,Yes,Yes,Yes,Breukelen Comm. Ctr.,715 East 105th St,"Brooklyn, NY 11236"
91,"(40.697604503000036, -73.94595016399995)",NYCHA93,NYCHA,NYCHA (HUD),718-453-1296,NYCHA, ,(718) 384-6578, ,Tompkins Comm. Ctr.,736,Park Avenue,Brooklyn,11206,NYCHA Community Center,102,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,102,Yes,Yes,Yes,Tompkins Comm. Ctr.,736 Park Avenue,"Brooklyn, NY 11206"
92,"(40.58584689800006, -73.8160797569999)",QPL21,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Peninsula,92-25,Rockaway Beach Blvd,Queens,11683,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Peninsula Branch",92-25 Rockaway Beach Blvd,"Queens, NY 11683"
93,"(40.73305410800003, -73.8099009359999)",QPL22,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Pomonok,158-21,Jewel Ave,Queens,11365,Library,50,yes,yes,no,no,yes,yes,yes,Part-time,50,yes,no,yes,"QPL, Pomonok Branch",158-21  Jewel Ave,"Queens, NY 11365"
94,"(40.719882219000056, -73.73904679999993)",QPL23,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Queens Village,94-11,217 Street,Queens,11428,Library,100,no,yes,no,no,yes,no,no,Part-time,100,yes,no,yes,"QPL, Queens Village Branch",94-11 217 Street,"Queens, NY 11428"
95,"(40.72730694400008, -73.86452345299995)",QPL26,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Rego Park,91-41,63rd Drive,Queens,11374,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Rego Park Branch",91-41 63rd Drive,"Queens, NY 11374"
96,"(40.700765568000065, -73.83163201499991)",QPL27,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Richmond Hill,118-14,Hillside Ave,Queens,11418,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Richmond Hill Branch",118-14  Hillside Ave,"Queens, NY 11418"
97,"(40.70518420900004, -73.90256898699994)",QPL28,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Ridgewood,20-12,Madison Street,Queens,11385,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Ridgewood Branch",20-12 Madison Street,"Queens, NY 11385"
98,"(40.659974788000056, -73.73991903599995)",QPL30,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Rosedale,144-20,243rd Street,Queens,11422,Library,100,yes,yes,no,no,yes,yes,yes,Part-time,100,yes,no,yes,"QPL, Rosedale Branch",144-20 243rd Street,"Queens, NY 11422"
99,"(40.69561422400005, -73.7902239359999)",QPL31,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,South Jamaica,108-41,Guy R. Brewer Blvd.,Queens,11433,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, South Jamaica Branch",108-41 Guy R. Brewer Blvd.,"Queens, NY 11433"
100,"(40.70701250800005, -73.75380582799994)",QPL32,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,South Hollis,204-01,Hollis Ave,Queens,11412,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, South Hollis Branch",204-01  Hollis Ave,"Queens, NY 11412"
101,"(40.67477609200006, -73.80928474199993)",QPL34,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,South Ozone Park,128-16,Rockaway Blvd,Queens,11420,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, South Ozone Park Branch",128-16 Rockaway Blvd,"Queens, NY 11420"
102,"(40.776838868000084, -73.90946152399994)",QPL35,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Steinway,21-45,31st Street,Queens,11105,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Steinway Branch",21-45 31st Street,"Queens, NY 11105"
103,"(40.74080656800004, -73.92168611699992)",QPL36,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Sunnyside,43-06,Greenpoint Ave,Queens,11104,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Sunnyside Branch",43-06 Greenpoint Ave,"Queens, NY 11104"
104,"(40.734499895000056, -73.7556852429999)",QPL37,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Windsor Park,79-50,Bell Blvd,Queens,11364,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Windsor Park Branch",79-50  Bell Blvd,"Queens, NY 11364"
105,"(40.70783656100008, -73.79471211599991)",QPL39,QPL,Other,718-990-0767,N/A,N/A,N/A,N/A,"Youth Services, Central Library",89-11,Merrick Blvd,Queens,11432,Library,25,no,yes,no,no,yes,no,no,Part-time,25,yes,no,no,"QPL, Youth Services, Central Lib",89-11 Merrick Blvd,"Queens, NY 11432"
106,"(40.745888636000075, -73.84675493799995)",PARKS29,Parks,Other,(212) 360-3310,NA,NA,(718) 699-4236,NA,Passerelle, ,Flushing Meadow Corona Park,Queens,11368,Center,45,Yes,yes,no,no,yes,yes,no,Part-time,45,yes,yes,yes,Parks Afterschool at Passerelle,Flushing Meadow Corona Park,"Queens, NY 11368"
107,"(40.80297086100006, -73.95354410599992)",NYPL1,NYPL,Other,212-340-0903, , ,212-666-9393, ,115th Street Branch,203,West 115th Street,Manhattan,10026,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, 115th Street Branch",203 West 115th Street,"Manhattan, NY 10026"
108,"(40.80302749700007, -73.93484726699995)",NYPL2,NYPL,Other,212-340-0903, , ,212-534-5050, ,125th Street Branch,224,East 125th Street,Manhattan,10035,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, 125th Street Branch",224 East 125th Street,"Manhattan, NY 10035"
109,"(40.76492032600004, -73.95953769899995)",NYPL3,NYPL,Other,212-340-0903, , ,212-734-1717, ,67th Street Branch,328,East 67th Street,Manhattan,10021,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, 67th Street Branch",328 East 67th Street,"Manhattan, NY 10021"
110,"(40.78597139700008, -73.95182187899991)",NYPL4,NYPL,Other,212-340-0903, , ,212-289-0908, ,96th Street Regional Branch,112,East 96th Street,Manhattan,10128,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, 96th Street Regional Branch",112 East 96th Street,"Manhattan, NY 10128"
111,"(40.79419216300005, -73.94346740599991)",NYPL5,NYPL,Other,212-340-0903, , ,212-534-2930, ,Aguilar Branch,174,East 110th Street,Manhattan,10029,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Aguilar Branch",174 East 110th Street,"Manhattan, NY 10029"
112,"(40.74043226800006, -73.99336861699993)",NYPL6,NYPL,Other,212-340-0903, , ,212-206-5400, ,Andrew Heiskell Library for the Blind & Physically Handicapped,40,West 20th Street,Manhattan,10011,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Andrew Heiskell Library for the Blind and Physically Handicapped",40 West 20th Street,"Manhattan, NY 10011"
113,"(40.593153408000035, -73.78405376799992)",QPL1,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Arverne,312,Beach 54 Street,Queens,11692,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Arverne Branch",312 Beach 54 Street,"Queens, NY 11692"
114,"(40.77237300300004, -73.92876504299994)",QPL2,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Astoria,14-01,Astoria Blvd.,Queens,11102,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Astoria Branch",14-01 Astoria Blvd.,"Queens, NY 11102"
115,"(40.68032524900008, -73.79168473199991)",QPL3,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Baisley Park,117-11,Sutphin Blvd,Queens,11436,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Baisley Park Branch",117-11 Sutphin Blvd,"Queens, NY 11436"
116,"(40.78254892000007, -73.77701929299991)",QPL4,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Bay Terrace,18-36,Bell Blvd,Queens,11360,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Bay Terrace Branch",18-36  Bell Blvd,"Queens, NY 11360"
117,"(40.69477797600007, -73.7396065719999)",QPL5,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Cambria Hts.,220-20,Linden Blvd.,Queens,11411,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Cambria Hts. Branch",220-20 Linden Blvd.,"Queens, NY 11411"
118,"(40.750903349000055, -73.86199232899992)",QPL6,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Corona,38-23,104 Street,Queens,11368,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Corona Branch",38-23  104 Street,"Queens, NY 11368"
119,"(40.762425706000045, -73.87387730799992)",QPL7,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,East Elmhurst,95-06,Astoria Blvd.,Queens,11369,Library,150,no,yes,no,no,yes,no,no,Part-time,150,yes,no,yes,"QPL, East Elmhurst Branch",95-06 Astoria Blvd.,"Queens, NY 11369"
120,"(40.73856829400006, -73.8767989989999)",QPL8,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Elmhurst,86-01,Broadway,Queens,11371,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Elmhurst Branch",86-01 Broadway,"Queens, NY 11371"
121,"(40.60451057900008, -73.75233633499994)",QPL9,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Far Rockaway,1637,Central Ave,Queens,11691,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Far Rockaway Branch",1637 Central Ave,"Queens, NY 11691"
122,"(40.75781415900008, -73.82890695999993)",QPL11,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Flushing,41-17,Main Street,Queens,11355,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Flushing Branch",41-17  Main Street,"Queens, NY 11355"
123,"(40.72018336900004, -73.76232873399994)",QPL12,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Hollis,202-05,Hillside Ave,Queens,11423,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Hollis Branch",202-05 Hillside Ave,"Queens, NY 11423"
124,"(40.75019308800006, -73.88506363999994)",QPL13,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Jackson Hts.,35-51,81st Street,Queens,11372,Library,100,no,yes,no,no,yes,no,no,Part-time,100,yes,no,yes,"QPL, Jackson Hts. Branch",35-51 81st Street,"Queens, NY 11372"
125,"(40.72594060800009, -73.8207448199999)",QPL14,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Kew Gardens Hills,72-33,Vleigh Place,Queens,11367,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Kew Gardens Hills Branch",72-33  Vleigh Place,"Queens, NY 11367"
126,"(40.68692174900008, -73.82482685799994)",QPL16,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Lefferts,103-34,Lefferts Blvd,Queens,11419,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Lefferts Branch",103-34 Lefferts Blvd,"Queens, NY 11419"
127,"(40.737467396000056, -73.86167374299993)",QPL17,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Lefrak City,98-30,57th Avenue,Queens,11368,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Lefrak City Branch",98-30 57th Avenue,"Queens, NY 11368"
128,"(40.75772585200008, -73.86821555199992)",QPL18,QPL,Other,718-651-1100,N/A,N/A,N/A,N/A,Langston Hughes,100-01,Northern Blvd.,Queens,11368,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,no,"QPL, Langston Hughes Branch",100-01 Northern Blvd.,"Queens, NY 11368"
129,"(40.76375586700004, -73.80984574399992)",QPL19,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,McGoldrick,155-06,Roosevelt Avenue,Queens,11354,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, McGoldrick Branch",155-06 Roosevelt Avenue,"Queens, NY 11354"
130,"(40.71116271000005, -73.85368818899991)",QPL20,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,North Forest Park,98-27,Metropolitan Avenue,Queens,11375,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, North Forest Park Branch",98-27 Metropolitan Avenue,"Queens, NY 11375"
131,"(40.79595724700005, -73.96786102099992)",NYPL7,NYPL,Other,212-340-0903, , ,212-222-8030, ,Bloomingdale Branch,150,West 100th Street,Manhattan,10025,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Bloomingdale Branch",150 West 100th Street,"Manhattan, NY 10025"
132,"(40.71330322600005, -73.99649512699995)",NYPL8,NYPL,Other,212-340-0903, , ,212-964-6598, ,Chatham Square Branch,33,East Broadway,Manhattan,10002,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Chatham Square Branch",33 East Broadway,"Manhattan, NY 10002"
133,"(40.764937226000086, -73.99121824799994)",NYPL9,NYPL,Other,212-340-0903, , ,212-586-5098, ,Columbus Branch,742,Tenth Avenue,Manhattan,10019,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Columbus Branch",742 Tenth Avenue,"Manhattan, NY 10019"
134,"(40.81482962400008, -73.9411968739999)",NYPL10,NYPL,Other,212-340-0903, , ,212-491-2070, ,Countee Cullen Regional Branch,104,West 136th Street,Manhattan,10030,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Countee Cullen Regional Branch",104 West 136th Street,"Manhattan, NY 10030"
135,"(40.728720595000084, -73.84706862699994)",DYCD38,DYCD,OST,800-246-4646,Jewish Child Care Association, ,212-558-9910, ,Central Queens YM & YWHA,67-09,108th Street,Queens,11375,center,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Jewish Child Care Association,67-09 108th Street,"Queens, NY 11375"
136,"(40.73123534200005, -73.87091074699993)",DYCD39,DYCD,OST,800-246-4646,Jewish Institute of Queens, ,718-642-6800, ,Jewish Institute of Queens,60-05,Woodhaven Boulevard,Queens,11373,center,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Jewish Institute of Queens,60-05 Woodhaven Boulevard,"Queens, NY 11373"
137,"(40.84025987000007, -73.91868864199995)",DYCD41,DYCD,OST,800-246-4646,"Latino Pastoral Action Center, Inc.", ,718-681-2361, ,Latino Pastoral Action Ctr.,14,West 170th Street,Bronx,10452,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Latino Pastoral Action Center,14 West 170th Street,"Bronx, NY 10452"
138,"(40.70164575100006, -73.91216316899994)",DYCD55,DYCD,OST,800-246-4646,New Life Child Development Corporation, ,718-821-3432, ,New Life Child Dev. Ctr. #2,408,Grove Street,Brooklyn,11237,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - New Life Child Dev. Corporation,408 Grove Street,"Brooklyn, NY 11237"
139,"(40.69640743300005, -73.91324174099992)",DYCD56,DYCD,OST,800-246-4646,New Life Child Development Corporation, ,718-821-3432, ,New Life Child Dev.,295,Woodbine Street,Brooklyn,11237,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - New Life Child Dev. Corporation,295 Woodbine Street,"Brooklyn, NY 11237"
140,"(40.72134735700007, -73.98629239099995)",DOE_DYCD52,DOE,21st Century,212-374-5472,Henry Street Settlement,131562242,212-766-9200,01M020,PS 20,166,Essex Street,Manhattan,10002,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Henry Street Settlement,166 Essex Street,"Manhattan, NY 10002"
141,"(40.71344031400008, -73.98619645799994)",DOE_DYCD53,DOE,21st Century,212-374-5472,Henry Street Settlement,131562242,212-766-9200,01M056,MS 56,220,Henry Street,Manhattan,10002,School,0,unknown,yes,unknown,unknown,No,Yes,No,Full-time,0,yes,yes,yes,21st Century - Henry Street Settlement,220 Henry Street,"Manhattan, NY 10002"
142,"(40.715936508000084, -73.9799662719999)",DOE_DYCD54,DOE,21st Century,212-374-5472,Henry Street Settlement,131562242,212-766-9200,01M110,PS 110,285,Delancey Street,Manhattan,10002,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Henry Street Settlement,285 Delancey Street,"Manhattan, NY 10002"
143,"(40.71440917600006, -73.9839701009999)",DOE_DYCD55,DOE,21st Century,212-374-5472,Henry Street Settlement,131562242,212-766-9200,01M134,PS 134,293,East Broadway,Manhattan,10002,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Henry Street Settlement,293 East Broadway,"Manhattan, NY 10002"
144,"(40.82240998000009, -73.85255144699994)",DOE_DYCD85,DOE,21st Century,212-374-5472,Pathways for Youth Boys & Girls Club,131692310,718-828-9900,08X138,PS 138,2060,Lafayette Avenue,Bronx,10473,School,0,unknown,yes,unknown,unknown,Yes,No,no,Full-time,0,yes,yes,yes,21st Century - Pathways for Youth Boys & Girls Club,2060 Lafayette Avenue,"Bronx, NY 10473"
145,"(40.84069268300004, -73.8823004859999)",DOE_DYCD86,DOE,21st Century,212-374-5472,Phipps Community Development,132707665,212-243-9090,12X006,PS 6,1000,East Tremont Avenue,Bronx,10460,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Phipps Comm. Dev.,1000 East Tremont Avenue,"Bronx, NY 10460"
146,"(40.70104399500008, -73.92750797299993)",DOE_DYCD91,DOE,21st Century,212-374-5472,Ridgewood Bushwick Senior Citizen's Council,112453853,718-821-0254,32K347,IS 347/IS 349,35,Starr Street,Brooklyn,11221,School,0,unknown,yes,unknown,unknown,No,yes,No,Full-time,0,yes,yes,yes,21st Century - Ridgewood Bushwick Senior Citizen's Council,35 Starr Street,"Brooklyn, NY 11221"
147,"(40.880638659000056, -73.8601029539999)",DOE_DYCD40,DOE,21st Century,212-374-5472,Gloria Wise Boys & Girls Club-YAC,133287608,718-379-2830,11X113,JHS 113,3710,Barnes Ave,Bronx,10467,School,0,unknown,yes,unknown,unknown,No,yes,no,Full-time,0,yes,yes,yes,21st Century - Gloria Wise Boys & Girls Club-YAC,3710 Barnes Ave,"Bronx, NY 10467"
148,"(40.88436825000008, -73.83974961399991)",DOE_DYCD39,DOE,21st Century,212-374-5472,Gloria Wise Boys & Girls Club-YAC,133287608,718-379-2830,11X111,PS 111,3740,Baychester Avenue,Bronx,10466,School,0,unknown,yes,unknown,unknown,Yes,no,no,Full-time,0,yes,yes,yes,21st Century - Gloria Wise Boys & Girls Club-YAC,3740 Baychester Avenue,"Bronx, NY 10466"
149,"(40.886285850000036, -73.8405238659999)",DOE_DYCD41,DOE,21st Century,212-374-5472,Gloria Wise Boys & Girls Club-YAC,133287608,718-379-2830,11X142,MS 142,3750,Baychester Avenue,Bronx,10466,School,0,unknown,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,21st Century - Gloria Wise Boys & Girls Club-YAC,3750 Baychester Avenue,"Bronx, NY 10466"
150,"(40.775690345000044, -73.9045455129999)",DOE_DYCD42,DOE,21st Century,212-374-5472,Goodwill Industries of Greater NY & Northern NJ,131641068,718-777-6306,30Q141,IS 141,37-11,21st Avenue,Queens,11105,School,0,unknown,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,21st Century - Goodwill Industries of Greater NY & Northern NJ,37-11 21st Avenue,"Queens, NY 11105"
151,"(40.73088327500005, -73.85254925399994)",DOE_DYCD61,DOE,21st Century,212-374-5472,New York City Mission Society,135562301,212-674-3500,28Q175,PS 175,64-35,102nd Street,Queens,11374,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - NY City Mission Society,64-35 102nd Street,"Queens, NY 11374"
152,"(40.657165787000054, -73.9109869589999)",DOE_DYCD68,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)", ,718-596-4900,23K165,PS 165,76,Lott Avenue,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,76 Lott Avenue,"Brooklyn, NY 11212"
153,"(40.65996986300007, -73.91360176299992)",DOE_DYCD70,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)", ,718-596-4900,23K183,PS 183,76,Riverdale Avenue,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,no,no,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,76 Riverdale Avenue,"Brooklyn, NY 11212"
154,"(40.67111372900007, -73.90775295599991)",DOE_DYCD75,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)", ,718-596-4900,23K298,Dr. Betty Shabazz School,85,Watkins Street,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,No,no,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,85 Watkins Street,"Brooklyn, NY 11212"
